Id,Plant,Rework Station,Rework Activity,Defect Location,Defect Type,Pseudo Defect,Week,Rework Duration
84512,Ingolstadt,SP8471,Checked OK,Seat back left,Screw loose,0,11,1.0
84513,Ingolstadt,A0087,Polished,Glove compartment inner,Elektriks defect,0,9,5.0
84514,Ingolstadt,SP8471,Part replaced,Seat back left,Polishing error,1,4,120.0
84515,Sindelfingen,A0003,Part replaced,Seat back left,Paint drops,0,14,20.0
84516,Ingolstadt,M9348,Polished,Nothing specified,Clip loose,0,1,1.0
84517,Ingolstadt,S5123,Dent repaired,Windscreen,Scratch,0,9,80.0
84518,Munich,S4213,Polished,Glove compartment inner,Elektriks defect,1,12,30.0
84519,Munich,S4213,Part replaced,Seat back left,Screw loose,0,7,1.0
84520,Ingolstadt,A0087,Polished,Nothing specified,Part missing,1,12,120.0
84521,Munich,S9845,Polished,Seat back left,Scratch,0,10,1.0
84522,Ingolstadt,S9845,Polished,Digital dashboard middle,Scratch,0,7,1.0
84523,Sindelfingen,S3513,Polished,Drivers seat,Polishing error,0,13,40.0
84524,Ingolstadt,S4213,Polished,Front door right,Scratch,0,6,2.0
84525,Sindelfingen,A0021,Part replaced,Nothing specified,Part missing,1,7,2.0
84526,Munich,A0008,Polished,Front door right,Elektriks defect,1,4,1.0
84527,Sindelfingen,M8439,Polished,Trunk inner upper,Dent,0,8,1.0
84528,Ingolstadt,S5123,Polished,Roof liner right,Scratch,0,5,10.0
84529,Munich,A0100,Polished,Digital dashboard left,Cable missing,0,11,50.0
84530,Munich,A0100,Polished,Glove compartment inner,Scratch,0,13,110.0
84531,Ingolstadt,SP8471,Polished,Windscreen,Paint drops,0,5,1.0
84532,Munich,A0087,Polished,Trunk inner upper,Part missing,0,6,1.0
84533,Ingolstadt,A0087,Polished,Digital dashboard left,Paint drops,1,8,1.0
84534,Ingolstadt,S9845,Checked OK,Trunk inner upper,Scratch,0,8,75.0
84535,Ingolstadt,A0100,Polished,Front door right,Polishing error,0,3,1.0
84536,Sindelfingen,M3471,Grinded,Windscreen,Screw loose,1,3,10.0
84537,Ingolstadt,A0008,Dent repaired,Front door right,Part missing,0,5,1.0
84538,Sindelfingen,S9845,Part replaced,Front door right,Scratch,1,9,5.0
84539,Munich,S9845,Polished,Digital dashboard middle,Polishing error,1,9,20.0
84540,Ingolstadt,S5123,Part replaced,Drivers seat,Part missing,0,5,30.0
84541,Munich,A0008,Polished,Windscreen,Paint drops,0,1,20.0
84542,Sindelfingen,A0087,Polished,Drivers seat,Clip loose,0,9,1.0
84543,Munich,M4719,Part replaced,Trunk inner upper,Dirt,0,10,5.0
84544,Sindelfingen,A0008,Part replaced,Seat back left,Scratch,1,13,1.0
84545,Ingolstadt,S4213,Part replaced,Nothing specified,Part missing,0,2,30.0
84546,Munich,S4213,Polished,Windscreen,Dirt,1,10,1.0
84547,Ingolstadt,S5123,Checked OK,Windscreen,Polishing error,0,5,1.0
84548,Sindelfingen,A0008,Polished,Nothing specified,Part missing,1,2,1.0
84549,Sindelfingen,SP8471,Checked OK,Windscreen,Clip loose,0,4,30.0
84550,Sindelfingen,A0100,Grinded,Windscreen,Part missing,1,8,1.0
84551,Munich,A0003,Polished,Front door right,Scratch,1,1,30.0
84552,Munich,SP8471,Polished,Glove compartment inner,Part missing,0,4,75.0
84553,Ingolstadt,SP8471,Dent repaired,Digital dashboard middle,Dirt,0,12,1.0
84554,Munich,A0100,Polished,Nothing specified,Cable missing,0,2,1.0
84555,Sindelfingen,M7120,Checked OK,Front door right,Clip loose,0,5,1.0
84556,Munich,A0087,Part replaced,Digital dashboard middle,Elektriks defect,1,13,60.0
84557,Ingolstadt,SP8471,Polished,Front door right,Clip loose,1,10,15.0
84558,Munich,A0100,Polished,Tailgate front,Scratch,0,2,25.0
84559,Sindelfingen,A0087,Part replaced,Windscreen,Part missing,0,11,1.0
84560,Munich,S4213,Polished,Nothing specified,Part missing,0,12,20.0
84561,Munich,S5123,Grinded,Tailgate front,Elektriks defect,0,2,120.0
84562,Munich,S5123,Polished,Front door right,Cable missing,1,9,1.0
84563,Sindelfingen,A0021,Checked OK,Glove compartment inner,Clip loose,0,2,20.0
84564,Ingolstadt,A0021,Polished,Glove compartment inner,Label missing,0,12,90.0
84565,Munich,S5123,Part replaced,Seat back left,Cable missing,0,3,1.0
84566,Sindelfingen,SP8471,Grinded,Windscreen,Part missing,0,9,190.0
84567,Ingolstadt,A0003,Polished,Seat back left,Clip loose,0,14,3.0
84568,Munich,M8439,Polished,Nothing specified,Scratch,0,13,5.0
84569,Sindelfingen,S4213,Checked OK,Tailgate front,Scratch,0,3,1.0
84570,Sindelfingen,A0021,Polished,Windscreen,Paint drops,0,12,10.0
84571,Sindelfingen,S9845,Polished,Digital dashboard left,Paint drops,0,12,1.0
84572,Ingolstadt,M9348,Polished,Nothing specified,Paint drops,1,3,1.0
84573,Munich,A0100,Polished,Trunk inner left,Clip loose,0,2,300.0
84574,Ingolstadt,A0003,Cleaned,Drivers seat,Polishing error,0,14,1.0
84575,Sindelfingen,S9845,Polished,Seat back left,Scratch,1,8,40.0
84576,Ingolstadt,A0021,Polished,Glove compartment inner,Part missing,0,12,90.0
84577,Ingolstadt,M4719,Grinded,Trunk inner left,Paint drops,0,13,1.0
84578,Ingolstadt,A0021,Polished,Digital dashboard middle,Scratch,0,12,15.0
84579,Ingolstadt,S3513,Polished,Glove compartment inner,Scratch,0,10,1.0
84580,Sindelfingen,S9845,Checked OK,Digital dashboard middle,Paint drops,1,14,300.0
84581,Sindelfingen,SP8471,Polished,Trunk inner upper,Dirt,0,8,1.0
84582,Ingolstadt,SP8471,Part replaced,Digital dashboard middle,Paint drops,0,7,1.0
84583,Munich,S4213,Part replaced,Windscreen,Paint drops,0,12,90.0
84584,Ingolstadt,SP8471,Dent repaired,Drivers seat,Part missing,1,4,30.0
84585,Sindelfingen,A0100,Part replaced,Drivers seat,Dent,0,11,10.0
84586,Sindelfingen,SP8471,Polished,Trunk inner upper,Dent,1,11,1.0
84587,Ingolstadt,A0087,Polished,Trunk inner left,Dent,0,2,1.0
84588,Munich,SP8471,Checked OK,Trunk inner left,Paint drops,0,5,20.0
84589,Ingolstadt,S9845,Checked OK,Drivers seat,Part sticks out,0,11,1.0
84590,Ingolstadt,A0100,Checked OK,Digital dashboard middle,Clip loose,0,3,40.0
84591,Ingolstadt,M4719,Cleaned,Drivers seat,Part missing,1,14,120.0
84592,Ingolstadt,S9845,Checked OK,Seat back left,Dent,1,13,45.0
84593,Sindelfingen,SP8471,Polished,Seat back left,Scratch,1,5,30.0
84594,Sindelfingen,A0089,Part replaced,Glove compartment inner,Label missing,0,4,1.0
84595,Sindelfingen,A0087,Part replaced,Seat back left,Screw loose,0,11,5.0
84596,Ingolstadt,M7519,Polished,Digital dashboard left,Paint drops,0,12,1.0
84597,Sindelfingen,S5123,Polished,Digital dashboard middle,Scratch,0,11,1.0
84598,Sindelfingen,A0100,Dent repaired,Glove compartment inner,Scratch,0,7,1.0
84599,Sindelfingen,S9845,Part replaced,Tailgate front,Polishing error,0,10,60.0
84600,Ingolstadt,A0021,Checked OK,Trunk inner left,Scratch,0,1,1.0
84601,Munich,A0100,Polished,Windscreen,Cable missing,0,11,90.0
84602,Munich,S3513,Part replaced,Nothing specified,Label missing,0,7,90.0
84603,Munich,A0021,Polished,Seat back left,Elektriks defect,1,5,5.0
84604,Munich,S9845,Polished,Front door right,Screw loose,0,10,2.0
84605,Sindelfingen,SP8471,Part replaced,Digital dashboard middle,Label missing,1,4,1.0
84606,Sindelfingen,S4213,Grinded,Digital dashboard left,Polishing error,0,7,30.0
84607,Ingolstadt,A0089,Polished,Seat back left,Dent,0,12,15.0
84608,Munich,A0021,Polished,Windscreen,Paint drops,1,4,30.0
84609,Munich,S3513,Part replaced,Seat back left,Dirt,0,8,40.0
84610,Ingolstadt,S4213,Polished,Seat back left,Paint drops,0,12,1.0
84611,Munich,M8439,Polished,Drivers seat,Scratch,0,2,1.0
84612,Munich,M8439,Polished,Windscreen,Label missing,0,2,300.0
84613,Ingolstadt,SP8471,Cleaned,Windscreen,Scratch,1,7,15.0
84614,Ingolstadt,A0021,Polished,Trunk inner left,Clip loose,0,3,5.0
84615,Ingolstadt,A0089,Polished,Seat back left,Cable missing,0,1,1.0
84616,Sindelfingen,A0087,Checked OK,Trunk inner left,Scratch,0,11,1.0
84617,Ingolstadt,A0003,Part replaced,Front door right,Part sticks out,1,12,1.0
84618,Ingolstadt,A0087,Checked OK,Trunk inner upper,Paint drops,0,11,1.0
84619,Sindelfingen,S9845,Part replaced,Seat back left,Cable missing,0,10,20.0
84620,Munich,S5123,Cleaned,Nothing specified,Scratch,0,11,1.0
84621,Sindelfingen,S3513,Part replaced,Trunk inner upper,Scratch,0,4,40.0
84622,Munich,A0089,Dent repaired,Seat back left,Paint drops,0,13,20.0
84623,Ingolstadt,S4213,Polished,Tailgate front,Clip loose,1,5,60.0
84624,Munich,M3471,Polished,Seat back left,Dent,1,4,90.0
84625,Sindelfingen,SP8471,Polished,Glove compartment inner,Scratch,1,6,1.0
84626,Sindelfingen,A0089,Polished,Trunk inner upper,Part missing,0,12,60.0
84627,Ingolstadt,A0100,Part replaced,Drivers seat,Clip loose,0,5,1.0
84628,Ingolstadt,S5123,Part replaced,Windscreen,Paint drops,0,14,1.0
84629,Munich,S9842,Dent repaired,Nothing specified,Scratch,0,11,1.0
84630,Ingolstadt,S3513,Dent repaired,Front door right,Polishing error,0,7,30.0
84631,Ingolstadt,M7120,Polished,Trunk inner upper,Elektriks defect,0,13,20.0
84632,Sindelfingen,A0087,Polished,Tailgate front,Clip loose,1,12,10.0
84633,Sindelfingen,S3513,Polished,Trunk inner upper,Clip loose,0,12,8.0
84634,Ingolstadt,S3513,Polished,Nothing specified,Clip loose,1,1,1.0
84635,Munich,S3513,Grinded,Trunk inner upper,Label missing,1,9,1.0
84636,Munich,M3471,Polished,Trunk inner upper,Clip loose,0,6,30.0
84637,Sindelfingen,A0100,Grinded,Drivers seat,Polishing error,0,6,1.0
84638,Ingolstadt,S9845,Cleaned,Tailgate front,Elektriks defect,0,9,1.0
84639,Sindelfingen,A0100,Dent repaired,Drivers seat,Scratch,1,10,10.0
84640,Sindelfingen,A0089,Polished,Trunk inner upper,Dent,1,13,40.0
84641,Munich,S9842,Dent repaired,Glove compartment inner,Part missing,0,14,1.0
84642,Sindelfingen,A0008,Polished,Digital dashboard middle,Paint drops,1,2,1.0
84643,Munich,A0021,Checked OK,Seat back left,Elektriks defect,0,7,1.0
84644,Ingolstadt,M8439,Cleaned,Seat back left,Scratch,0,8,15.0
84645,Sindelfingen,M8439,Part replaced,Digital dashboard left,Elektriks defect,0,13,1.0
84646,Sindelfingen,A0003,Checked OK,Front door right,Scratch,0,7,20.0
84647,Munich,A0089,Cleaned,Roof liner right,Polishing error,0,10,90.0
84648,Ingolstadt,A0021,Part replaced,Windscreen,Scratch,0,13,20.0
84649,Ingolstadt,A0003,Polished,Roof liner right,Paint drops,0,4,1.0
84650,Ingolstadt,M9348,Dent repaired,Digital dashboard middle,Dirt,0,10,1.0
84651,Munich,S9845,Polished,Nothing specified,Clip loose,0,1,5.0
84652,Munich,S5123,Cleaned,Trunk inner upper,Scratch,0,10,30.0
84653,Sindelfingen,M3417,Checked OK,Tailgate front,Polishing error,0,9,45.0
84654,Ingolstadt,A0100,Polished,Trunk inner upper,Paint drops,1,3,1.0
84655,Ingolstadt,S4213,Grinded,Trunk inner upper,Part missing,0,11,1.0
84656,Sindelfingen,S4213,Part replaced,Digital dashboard middle,Clip loose,0,9,30.0
84657,Ingolstadt,S9845,Polished,Drivers seat,Label missing,0,6,3.0
84658,Sindelfingen,S5123,Part replaced,Front door right,Part missing,0,9,40.0
84659,Sindelfingen,A0087,Cleaned,Seat back left,Polishing error,0,10,1.0
84660,Sindelfingen,A0008,Part replaced,Windscreen,Part sticks out,0,13,1.0
84661,Munich,S3513,Part replaced,Digital dashboard middle,Scratch,0,6,1.0
84662,Ingolstadt,A0003,Polished,Nothing specified,Cable missing,0,8,1.0
84663,Munich,M3417,Polished,Drivers seat,Polishing error,0,6,5.0
84664,Ingolstadt,A0021,Part replaced,Nothing specified,Cable missing,1,8,1.0
84665,Sindelfingen,M7519,Checked OK,Roof liner right,Polishing error,0,7,1.0
84666,Ingolstadt,S4213,Polished,Digital dashboard left,Scratch,0,3,75.0
84667,Ingolstadt,A0003,Polished,Seat back left,Scratch,1,14,1.0
84668,Ingolstadt,S5123,Polished,Roof liner right,Cable missing,1,12,1.0
84669,Sindelfingen,A0089,Polished,Digital dashboard middle,Elektriks defect,1,13,1.0
84670,Ingolstadt,A0003,Polished,Seat back left,Dirt,1,3,1.0
84671,Sindelfingen,M3417,Polished,Seat back left,Clip loose,0,7,45.0
84672,Munich,A0021,Checked OK,Windscreen,Clip loose,0,2,10.0
84673,Munich,A0021,Polished,Seat back left,Scratch,1,2,15.0
84674,Sindelfingen,S3513,Part replaced,Trunk inner upper,Scratch,0,14,10.0
84675,Sindelfingen,A0100,Polished,Tailgate front,Part missing,0,13,30.0
84676,Munich,S3513,Polished,Front door right,Part sticks out,0,14,1.0
84677,Sindelfingen,A0100,Polished,Seat back left,Clip loose,0,8,90.0
84678,Ingolstadt,S9845,Part replaced,Trunk inner upper,Polishing error,0,7,1.0
84679,Ingolstadt,M3471,Cleaned,Tailgate front,Cable missing,1,4,90.0
84680,Sindelfingen,A0100,Part replaced,Nothing specified,Label missing,0,4,5.0
84681,Ingolstadt,SP8471,Polished,Trunk inner upper,Paint drops,0,8,10.0
84682,Sindelfingen,A0008,Polished,Trunk inner upper,Clip loose,0,8,90.0
84683,Ingolstadt,S5123,Polished,Trunk inner upper,Clip loose,0,12,15.0
84684,Munich,SP8471,Cleaned,Seat back left,Elektriks defect,0,10,65.0
84685,Ingolstadt,M7120,Polished,Drivers seat,Scratch,0,7,1.0
84686,Ingolstadt,S9842,Cleaned,Nothing specified,Scratch,1,12,20.0
84687,Munich,M9348,Polished,Glove compartment inner,Elektriks defect,0,9,20.0
84688,Munich,S3513,Dent repaired,Drivers seat,Cable missing,1,11,30.0
84689,Ingolstadt,A0021,Grinded,Windscreen,Dirt,1,4,1.0
84690,Munich,M8439,Polished,Glove compartment inner,Scratch,1,11,1.0
84691,Munich,A0089,Checked OK,Digital dashboard middle,Scratch,0,10,10.0
84692,Munich,A0087,Polished,Nothing specified,Clip loose,0,10,30.0
84693,Sindelfingen,M9348,Checked OK,Drivers seat,Scratch,0,4,1.0
84694,Munich,A0087,Part replaced,Digital dashboard left,Polishing error,0,10,300.0
84695,Sindelfingen,SP8471,Polished,Windscreen,Elektriks defect,1,2,10.0
84696,Sindelfingen,S9845,Part replaced,Glove compartment inner,Clip loose,0,2,300.0
84697,Ingolstadt,S5123,Dent repaired,Tailgate front,Dirt,0,10,15.0
84698,Munich,SP8471,Part replaced,Windscreen,Dent,0,11,30.0
84699,Ingolstadt,M4719,Checked OK,Glove compartment inner,Paint drops,1,5,110.0
84700,Munich,M8439,Grinded,Drivers seat,Elektriks defect,1,12,1.0
84701,Sindelfingen,A0021,Part replaced,Seat back left,Clip loose,1,14,1.0
84702,Sindelfingen,A0087,Polished,Roof liner right,Part sticks out,0,7,5.0
84703,Ingolstadt,M9348,Polished,Nothing specified,Part sticks out,1,2,5.0
84704,Munich,SP8471,Part replaced,Roof liner right,Polishing error,1,10,40.0
84705,Munich,A0089,Grinded,Glove compartment inner,Part missing,0,6,60.0
84706,Sindelfingen,S9845,Polished,Seat back left,Clip loose,0,10,5.0
84707,Sindelfingen,S3513,Checked OK,Digital dashboard left,Polishing error,1,11,15.0
84708,Munich,S3513,Cleaned,Digital dashboard middle,Scratch,0,5,120.0
84709,Ingolstadt,A0089,Polished,Glove compartment inner,Paint drops,1,10,5.0
84710,Sindelfingen,A0021,Part replaced,Front door right,Label missing,1,7,5.0
84711,Munich,A0021,Checked OK,Digital dashboard middle,Clip loose,0,14,1.0
84712,Munich,S5123,Cleaned,Nothing specified,Screw loose,0,2,40.0
84713,Ingolstadt,M9348,Grinded,Drivers seat,Part missing,0,7,3.0
84714,Munich,SP8471,Grinded,Trunk inner upper,Part missing,0,4,2.0
84715,Munich,M8439,Checked OK,Nothing specified,Scratch,0,13,75.0
84716,Ingolstadt,A0021,Checked OK,Nothing specified,Clip loose,0,8,10.0
84717,Sindelfingen,A0003,Polished,Windscreen,Clip loose,0,3,60.0
84718,Munich,SP8471,Polished,Front door right,Scratch,1,6,1.0
84719,Munich,S9845,Checked OK,Digital dashboard left,Elektriks defect,0,2,5.0
84720,Munich,SP8471,Part replaced,Drivers seat,Elektriks defect,1,2,20.0
84721,Ingolstadt,SP8471,Cleaned,Seat back left,Part sticks out,0,14,10.0
84722,Munich,A0089,Part replaced,Glove compartment inner,Dent,0,9,5.0
84723,Sindelfingen,A0100,Dent repaired,Windscreen,Polishing error,0,7,20.0
84724,Sindelfingen,A0003,Polished,Drivers seat,Clip loose,0,14,20.0
84725,Ingolstadt,S3513,Polished,Trunk inner upper,Part missing,0,1,1.0
84726,Ingolstadt,S9845,Cleaned,Roof liner right,Elektriks defect,0,8,1.0
84727,Sindelfingen,M3471,Polished,Nothing specified,Label missing,0,2,1.0
84728,Munich,SP8471,Polished,Drivers seat,Clip loose,0,6,40.0
84729,Sindelfingen,S9845,Part replaced,Glove compartment inner,Elektriks defect,0,13,1.0
84730,Ingolstadt,A0003,Part replaced,Front door right,Screw loose,0,5,120.0
84731,Ingolstadt,S5123,Polished,Windscreen,Clip loose,0,3,1.0
84732,Sindelfingen,A0087,Grinded,Digital dashboard left,Paint drops,0,10,90.0
84733,Munich,S5123,Part replaced,Trunk inner upper,Scratch,1,7,30.0
84734,Ingolstadt,A0021,Polished,Glove compartment inner,Clip loose,0,12,1.0
84735,Sindelfingen,A0089,Dent repaired,Front door right,Scratch,0,6,1.0
84736,Sindelfingen,A0089,Polished,Nothing specified,Cable missing,0,5,8.0
84737,Ingolstadt,A0100,Cleaned,Nothing specified,Elektriks defect,0,11,30.0
84738,Sindelfingen,M3471,Polished,Drivers seat,Paint drops,0,13,30.0
84739,Munich,S3513,Grinded,Trunk inner upper,Clip loose,0,7,1.0
84740,Ingolstadt,S5123,Part replaced,Trunk inner upper,Part missing,0,10,1.0
84741,Sindelfingen,A0089,Part replaced,Nothing specified,Part sticks out,1,11,120.0
84742,Sindelfingen,S4213,Polished,Glove compartment inner,Polishing error,0,1,90.0
84743,Munich,S9845,Polished,Windscreen,Elektriks defect,1,12,1.0
84744,Sindelfingen,S9845,Cleaned,Windscreen,Dent,0,11,5.0
84745,Ingolstadt,S5123,Polished,Drivers seat,Scratch,0,8,2.0
84746,Ingolstadt,M8439,Polished,Digital dashboard middle,Screw loose,0,11,1.0
84747,Munich,A0003,Polished,Drivers seat,Clip loose,0,7,30.0
84748,Munich,A0008,Checked OK,Tailgate front,Cable missing,0,10,30.0
84749,Ingolstadt,A0008,Polished,Seat back left,Clip loose,0,13,30.0
84750,Sindelfingen,M7120,Polished,Nothing specified,Dirt,0,13,60.0
84751,Ingolstadt,A0100,Polished,Digital dashboard middle,Clip loose,1,9,1.0
84752,Ingolstadt,M8439,Checked OK,Nothing specified,Part missing,1,12,45.0
84753,Ingolstadt,S4213,Polished,Drivers seat,Part sticks out,0,8,20.0
84754,Munich,S9842,Polished,Tailgate front,Scratch,0,11,1.0
84755,Sindelfingen,M7519,Polished,Digital dashboard left,Elektriks defect,0,5,15.0
84756,Sindelfingen,A0003,Polished,Nothing specified,Screw loose,0,5,90.0
84757,Ingolstadt,A0021,Polished,Roof liner right,Part missing,0,10,1.0
84758,Munich,S9845,Part replaced,Digital dashboard left,Dent,0,5,1.0
84759,Ingolstadt,A0008,Grinded,Glove compartment inner,Part missing,0,3,60.0
84760,Ingolstadt,S3513,Polished,Drivers seat,Screw loose,1,4,120.0
84761,Sindelfingen,S5123,Polished,Trunk inner upper,Polishing error,0,4,1.0
84762,Munich,S9845,Polished,Glove compartment inner,Polishing error,0,10,30.0
84763,Sindelfingen,M8439,Dent repaired,Seat back left,Paint drops,1,11,1.0
84764,Munich,SP8471,Cleaned,Trunk inner upper,Clip loose,0,3,30.0
84765,Munich,S5123,Grinded,Glove compartment inner,Clip loose,1,3,1.0
84766,Ingolstadt,S5123,Polished,Trunk inner upper,Screw loose,1,4,10.0
84767,Ingolstadt,S9845,Polished,Trunk inner upper,Polishing error,1,10,120.0
84768,Ingolstadt,A0008,Part replaced,Windscreen,Scratch,0,9,60.0
84769,Sindelfingen,A0021,Polished,Nothing specified,Scratch,0,3,1.0
84770,Munich,A0087,Polished,Roof liner right,Part sticks out,0,12,8.0
84771,Munich,A0021,Polished,Nothing specified,Scratch,0,3,90.0
84772,Sindelfingen,A0089,Dent repaired,Digital dashboard middle,Dent,0,6,10.0
84773,Sindelfingen,S3513,Polished,Digital dashboard left,Clip loose,0,9,30.0
84774,Ingolstadt,A0087,Polished,Roof liner right,Paint drops,0,10,90.0
84775,Munich,S9845,Polished,Tailgate front,Paint drops,0,3,90.0
84776,Ingolstadt,A0087,Part replaced,Front door right,Paint drops,1,10,1.0
84777,Ingolstadt,S9842,Part replaced,Glove compartment inner,Cable missing,0,7,300.0
84778,Munich,S3513,Part replaced,Drivers seat,Clip loose,1,9,45.0
84779,Sindelfingen,M4719,Grinded,Nothing specified,Scratch,0,14,25.0
84780,Sindelfingen,A0087,Part replaced,Drivers seat,Scratch,0,9,1.0
84781,Sindelfingen,A0089,Polished,Nothing specified,Scratch,0,14,15.0
84782,Sindelfingen,A0100,Grinded,Seat back left,Scratch,0,5,1.0
84783,Sindelfingen,A0021,Part replaced,Tailgate front,Part missing,0,6,90.0
84784,Ingolstadt,S3513,Cleaned,Digital dashboard left,Part missing,0,14,1.0
84785,Ingolstadt,A0089,Grinded,Seat back left,Scratch,0,5,5.0
84786,Sindelfingen,S3513,Checked OK,Nothing specified,Dent,0,2,1.0
84787,Ingolstadt,S4213,Polished,Nothing specified,Scratch,1,6,1.0
84788,Sindelfingen,M4719,Grinded,Nothing specified,Scratch,0,1,2.0
84789,Sindelfingen,S9845,Part replaced,Trunk inner left,Paint drops,1,13,1.0
84790,Sindelfingen,A0089,Part replaced,Trunk inner upper,Clip loose,1,2,1.0
84791,Ingolstadt,A0100,Checked OK,Digital dashboard left,Scratch,0,7,1.0
84792,Munich,M8439,Polished,Trunk inner upper,Paint drops,1,11,1.0
84793,Munich,M8439,Cleaned,Digital dashboard middle,Scratch,0,5,160.0
84794,Munich,SP8471,Cleaned,Digital dashboard middle,Scratch,1,5,1.0
84795,Sindelfingen,A0087,Cleaned,Tailgate front,Dirt,1,2,30.0
84796,Sindelfingen,S5123,Part replaced,Trunk inner upper,Paint drops,0,5,1.0
84797,Sindelfingen,A0100,Cleaned,Nothing specified,Dent,1,14,50.0
84798,Ingolstadt,A0089,Polished,Drivers seat,Clip loose,0,9,1.0
84799,Ingolstadt,A0021,Polished,Drivers seat,Part missing,0,10,120.0
84800,Ingolstadt,A0089,Part replaced,Drivers seat,Clip loose,0,9,35.0
84801,Ingolstadt,SP8471,Checked OK,Digital dashboard left,Polishing error,1,12,1.0
84802,Munich,S9842,Grinded,Nothing specified,Elektriks defect,0,3,45.0
84803,Munich,S3513,Polished,Drivers seat,Elektriks defect,1,11,20.0
84804,Sindelfingen,A0087,Polished,Digital dashboard middle,Part missing,1,8,1.0
84805,Munich,S4213,Cleaned,Nothing specified,Polishing error,0,12,15.0
84806,Munich,A0021,Checked OK,Drivers seat,Screw loose,0,4,1.0
84807,Sindelfingen,A0089,Grinded,Seat back left,Dirt,1,2,5.0
84808,Ingolstadt,S4213,Polished,Trunk inner upper,Scratch,0,9,1.0
84809,Ingolstadt,SP8471,Polished,Trunk inner upper,Polishing error,0,4,1.0
84810,Munich,A0087,Polished,Seat back left,Part missing,1,13,1.0
84811,Munich,A0021,Part replaced,Trunk inner upper,Part missing,0,14,1.0
84812,Munich,A0021,Part replaced,Digital dashboard left,Scratch,0,9,1.0
84813,Ingolstadt,S4213,Cleaned,Digital dashboard left,Elektriks defect,0,14,5.0
84814,Sindelfingen,M4719,Checked OK,Glove compartment inner,Polishing error,0,11,90.0
84815,Sindelfingen,S5123,Checked OK,Trunk inner left,Clip loose,0,4,300.0
84816,Sindelfingen,S9842,Polished,Nothing specified,Part sticks out,1,14,1.0
84817,Munich,A0021,Part replaced,Drivers seat,Scratch,0,3,30.0
84818,Ingolstadt,S5123,Part replaced,Drivers seat,Paint drops,0,5,1.0
84819,Sindelfingen,S5123,Polished,Digital dashboard left,Scratch,0,14,5.0
84820,Ingolstadt,S3513,Part replaced,Drivers seat,Clip loose,0,11,30.0
84821,Ingolstadt,A0089,Part replaced,Tailgate front,Scratch,0,3,30.0
84822,Ingolstadt,A0008,Checked OK,Seat back left,Scratch,0,12,255.0
84823,Munich,A0087,Grinded,Drivers seat,Clip loose,0,14,40.0
84824,Sindelfingen,A0089,Polished,Seat back left,Clip loose,0,7,5.0
84825,Sindelfingen,S3513,Part replaced,Drivers seat,Part missing,0,3,1.0
84826,Ingolstadt,M7519,Polished,Front door right,Part missing,1,8,75.0
84827,Munich,S3513,Polished,Nothing specified,Screw loose,1,8,30.0
84828,Sindelfingen,M8439,Part replaced,Seat back left,Dirt,0,3,1.0
84829,Ingolstadt,S3513,Polished,Trunk inner upper,Part missing,0,13,1.0
84830,Ingolstadt,A0021,Polished,Seat back left,Dirt,1,7,5.0
84831,Ingolstadt,A0087,Polished,Tailgate front,Screw loose,0,5,10.0
84832,Munich,M3471,Grinded,Tailgate front,Polishing error,0,1,15.0
84833,Munich,A0089,Dent repaired,Digital dashboard left,Clip loose,0,9,1.0
84834,Sindelfingen,S9845,Dent repaired,Trunk inner upper,Cable missing,0,8,40.0
84835,Ingolstadt,A0021,Part replaced,Digital dashboard middle,Dirt,0,4,5.0
84836,Ingolstadt,S3513,Polished,Digital dashboard middle,Polishing error,1,6,5.0
84837,Ingolstadt,A0100,Part replaced,Windscreen,Clip loose,1,13,15.0
84838,Munich,A0089,Polished,Trunk inner left,Part missing,0,7,1.0
84839,Sindelfingen,A0087,Polished,Windscreen,Elektriks defect,1,7,5.0
84840,Munich,S4213,Polished,Windscreen,Label missing,0,8,1.0
84841,Ingolstadt,A0089,Polished,Nothing specified,Cable missing,0,14,40.0
84842,Ingolstadt,S3513,Cleaned,Tailgate front,Polishing error,0,10,60.0
84843,Sindelfingen,S9845,Polished,Drivers seat,Dirt,1,9,30.0
84844,Ingolstadt,A0021,Polished,Seat back left,Clip loose,1,10,30.0
84845,Sindelfingen,M7120,Cleaned,Windscreen,Dirt,1,7,90.0
84846,Munich,A0100,Polished,Seat back left,Polishing error,1,7,1.0
84847,Munich,M9348,Part replaced,Nothing specified,Scratch,0,5,45.0
84848,Ingolstadt,A0087,Polished,Digital dashboard left,Paint drops,0,9,1.0
84849,Ingolstadt,A0087,Polished,Seat back left,Dirt,0,13,5.0
84850,Ingolstadt,A0021,Polished,Nothing specified,Part missing,1,10,1.0
84851,Ingolstadt,A0087,Dent repaired,Windscreen,Paint drops,0,11,40.0
84852,Sindelfingen,A0089,Polished,Front door right,Polishing error,0,11,1.0
84853,Sindelfingen,S3513,Polished,Windscreen,Screw loose,0,1,30.0
84854,Sindelfingen,S9842,Part replaced,Nothing specified,Dent,0,8,300.0
84855,Munich,SP8471,Dent repaired,Drivers seat,Polishing error,0,4,1.0
84856,Munich,A0087,Part replaced,Trunk inner left,Clip loose,0,5,300.0
84857,Ingolstadt,A0021,Part replaced,Nothing specified,Polishing error,0,2,90.0
84858,Sindelfingen,S9842,Checked OK,Digital dashboard middle,Polishing error,0,11,5.0
84859,Ingolstadt,S9842,Polished,Roof liner right,Paint drops,1,12,5.0
